"40064653-NGRAMS1.txt","The Functional Form of Performance Improvements in Perceptual Learning: Learning Rates and Transfer"
"40575200-NGRAMS1.txt","When the Boss Feels Inadequate: Power, Incompetence, and Aggression"
"40063358-NGRAMS1.txt","Event Clusters: An Organization of Personal Events in Autobiographical Memory"
"40064135-NGRAMS1.txt","Integrating Temporal Biases: The Interplay of Focal Thoughts and Accessibility Experiences"
"40063274-NGRAMS1.txt","Illusory Conjunctions of Color and Motion with Shape Following Bilateral Parietal Lesions"
"40063569-NGRAMS1.txt","Six-Month-Old Infants' Preference for Lexical Words"
"40064885-NGRAMS1.txt","Power, Distress, and Compassion: Turning a Blind Eye to the Suffering of Others"
"40063334-NGRAMS1.txt","Posthypnotic Responding Away from the Hypnotic Setting"
"40064206-NGRAMS1.txt","Hearing What the Eyes See: Auditory Encoding of Visual Temporal Sequences"
"40064769-NGRAMS1.txt","Recognizing Intentions in Infant-Directed Speech: Evidence for Universals"
"40575137-NGRAMS1.txt","Rapid Automatized Naming (RAN) Taps a Mechanism That Places Constraints on the Development of Early Reading Fluency"
"40575216-NGRAMS1.txt","Destination Memory: Stop Me if I've Told You This Before"
"40063838-NGRAMS1.txt","The Cultural Bounds of Maternal Accommodation: How Chinese and American Mothers Communicate with Deaf and Hearing Children"
"41062170-NGRAMS1.txt","Uncoupling of Reading and IQ Over Time: Empirical Evidence for a Definition of Dyslexia"
"40064797-NGRAMS1.txt","Age-Related Changes in the Episodic Simulation of Future Events"
"40062991-NGRAMS1.txt","Double Dissociation between Memory Systems Underlying Explicit and Implicit Memory in the Human Brain"
"40064265-NGRAMS1.txt","How to Make the Word-Length Effect Disappear in Letter-by-Letter Dyslexia: Implications for an Account of the Disorder"
"41062252-NGRAMS1.txt","The Endocrinology of Exclusion: Rejection Elicits Motivationally Tuned Changes in Progesterone"
"41062439-NGRAMS1.txt","It's Alive! Animate Motion Captures Visual Attention"
"40575065-NGRAMS1.txt","Implicit Perception and Level of Processing in Object-Substitution Masking"
"40063944-NGRAMS1.txt","The Mind's Nose: Effects of Odor and Visual Imagery on Odor Detection"
"40064382-NGRAMS1.txt","Expanding the Topography of Social Anxiety: An Experience-Sampling Assessment of Positive Emotions, Positive Events, and Emotion Suppression"
"40064796-NGRAMS1.txt","Conflict-Triggered Goal Shielding: Response Conflicts Attenuate Background Monitoring for Prospective Memory Cues"
"40064974-NGRAMS1.txt","If I'm Not Hot, Are You Hot or Not? Physical-Attractiveness Evaluations and Dating Preferences as a Function of One's Own Attractiveness"
"40063598-NGRAMS1.txt","End Effects of Rated Life Quality: The James Dean Effect"
"40064822-NGRAMS1.txt","Cultural Differences in the Impact of Social Support on Psychological and Biological Stress Responses"
"41062277-NGRAMS1.txt","Power Increases Hypocrisy: Moralizing in Reasoning, Immorality in Behavior"
"41062438-NGRAMS1.txt","Social Class, Contextualism, and Empathic Accuracy"
"25835498-NGRAMS1.txt","Power and Choice: Their Dynamic Interplay in Quenching the Thirst for Personal Control"
"40064223-NGRAMS1.txt","Low Self-Esteem Is Related to Aggression, Antisocial Behavior, and Delinquency"
"40064544-NGRAMS1.txt","Chunking in Task Sequences Modulates Task Inhibition"
"40575122-NGRAMS1.txt","The Paradox of Received Social Support: The Importance of Responsiveness"
"40984613-NGRAMS1.txt","Powerful Postures Versus Powerful Roles: Which Is the Proximate Correlate of Thought and Behavior?"
"40063103-NGRAMS1.txt","Utilization of Metacognitive Judgments in the Allocation of Study during Multitrial Learning"
"40063240-NGRAMS1.txt","Automatic and Controlled Processes in the Analysis of Hierarchical Structure"
"40063768-NGRAMS1.txt","Semantic Generation Can Cause Episodic Forgetting"
"40064346-NGRAMS1.txt","Alcohol and Aggression without Consumption: Alcohol Cues, Aggressive Thoughts, and Hostile Perception Bias"
"41319994-NGRAMS1.txt","Income Inequality and Happiness"
"40063918-NGRAMS1.txt","Object Attention Revisited: Identifying Mechanisms and Boundary Conditions"
"40063395-NGRAMS1.txt","Perceptual Priming by Invisible Motion"
"40575148-NGRAMS1.txt","Color-Binding Errors During Rivalrous Suppression of Form"
"40984633-NGRAMS1.txt","Tracking Without Perceiving: A Dissociation Between Eye Movements and Motion Perception"
"40984641-NGRAMS1.txt","Controlling the Unconscious: Attentional Task Sets Modulate Subliminal Semantic and Visuomotor Processes Differentially"
"41320051-NGRAMS1.txt","The Brain Basis of the Phonological Deficit in Dyslexia Is Independent of IQ"
"40064595-NGRAMS1.txt","Distinguishing the Neural Correlates of Episodic Memory Encoding and Semantic Memory Retrieval"
"40063733-NGRAMS1.txt","Thinking of Critical Words during Study Is Unnecessary for False Memory in the Deese, Roediger, and Mcdermott Procedure"
"40064458-NGRAMS1.txt","Contextual Diversity, Not Word Frequency, Determines Word-Naming and Lexical Decision Times"
"40062982-NGRAMS1.txt","Evolutionary Origins of Sex Differences in Jealousy? Questioning the \"Fitness\" of the Model"
"41062196-NGRAMS1.txt","Intertrial Repetition Facilitates Selection in Time: Common Mechanisms Underlie Spatial and Temporal Search"
"40062968-NGRAMS1.txt","Color Space of Normally Sighted and Color-Deficient Observers Reconstructed from Color Naming"
"40064149-NGRAMS1.txt","The Cost of a Voluntary Task Switch"
"41062303-NGRAMS1.txt","Cultural Variance in the Interpersonal Effects of Anger in Negotiations"
"40064446-NGRAMS1.txt","Examining the Word Identification Stages Hypothesized by the E-Z Reader Model"
"40064543-NGRAMS1.txt","The Learned Interpretation of Cognitive Fluency"
"40064665-NGRAMS1.txt","Group-Identity Completion and the Symbolic Value of Property"
"40064908-NGRAMS1.txt","Contextualizing Change in Marital Satisfaction during Middle Age: An 18-Year Longitudinal Study"
"40064959-NGRAMS1.txt","Emotion Elicitor or Emotion Messenger? Subliminal Priming Reveals Two Faces of Facial Expressions"
"40064401-NGRAMS1.txt","I Thought You Were Looking at Me: Direction-Specific Aftereffects in Gaze Perception"
"40064450-NGRAMS1.txt","Beliefs about Essences and the Reality of Mental Disorders"
"40064558-NGRAMS1.txt","Recommendations Implicit in Policy Defaults"
"40064747-NGRAMS1.txt","Extended Multisensory Space in Blind Cane Users"
"40065035-NGRAMS1.txt","Signs of Socioeconomic Status: A Thin-Slicing Approach"
"40984629-NGRAMS1.txt","The Reminiscence Bump Reconsidered: Children's Prospective Life Stories Show a Bump in Young Adulthood"
"40064633-NGRAMS1.txt","Putting Feelings into Words: Affect Labeling Disrupts Amygdala Activity in Response to Affective Stimuli"
"40063849-NGRAMS1.txt","Truth and Character: Sources That Older Adults Can Remember"
"40063899-NGRAMS1.txt","Good Pitch Memory Is Widespread"
"40064363-NGRAMS1.txt","Relationships between Intergroup Contact and Prejudice among Minority and Majority Status Groups"
"40064472-NGRAMS1.txt","Sleep Facilitates Consolidation of Emotional Declarative Memory"
"41062268-NGRAMS1.txt","Observer Movement and Size Constancy"
"41416961-NGRAMS1.txt","Ironic Effects of Antiprejudice Messages: How Motivational Interventions Can Reduce (but Also Increase) Prejudice"
"25835407-NGRAMS1.txt","Pressure and Perverse Flights to Familiarity"
"40063258-NGRAMS1.txt","Object-Based Visual Selection: Evidence from Perceptual Completion"
"40063512-NGRAMS1.txt","Noise Exclusion in Spatial Attention"
"40064220-NGRAMS1.txt","Temporally Nonadjacent Nonlinguistic Sounds Affect Speech Categorization"
"40064699-NGRAMS1.txt","Child-Care History, Classroom Composition, and Children's Functioning in Kindergarten"
"40062847-NGRAMS1.txt","Impulsivity and Inhibitory Control"
"40064163-NGRAMS1.txt","Motion Onset Captures Attention"
"40064335-NGRAMS1.txt","Perceiving Sex Directly and Indirectly: Meaning in Motion and Morphology"
"40064761-NGRAMS1.txt","Interpersonal Disgust, Ideological Orientations, and Dehumanization as Predictors of Intergroup Attitudes"
"40575019-NGRAMS1.txt","The Price of Pain and the Value of Suffering"
"41062198-NGRAMS1.txt","Two Sides of the Same Coin: Speech and Gesture Mutually Interact to Enhance Comprehension"
"41062341-NGRAMS1.txt","Ameliorating Children's Reading-Comprehension Difficulties: A Randomized Controlled Trial"
"25835428-NGRAMS1.txt","A Double Dissociation of Implicit and Explicit Memory in Younger and Older Adults"
"40063238-NGRAMS1.txt","The Strategy-Specific Nature of Improvement: The Power Law Applies by Strategy within Task"
"40063355-NGRAMS1.txt","Limits to Infants' Knowledge of Objects: The Case of Magical Appearance"
"40063739-NGRAMS1.txt","Perceived Discrimination in the Context of Multiple Group Memberships"
"40063855-NGRAMS1.txt","Ecstasy and Agony: Activation of the Human Amygdala in Positive and Negative Emotion"
"40063211-NGRAMS1.txt","Marital Satisfaction and Depression: Different Causal Relationships for Men and Women?"
"40063601-NGRAMS1.txt","Infants' Knowledge about Occlusion and Containment Events: A Surprising Discrepancy"
"40063655-NGRAMS1.txt","Altruism and Antisocial Behavior: Independent Tendencies, Unique Personality Correlates, Distinct Etiologies"
"40064191-NGRAMS1.txt","The Training and Transfer of Real-World Perceptual Expertise"
"41062175-NGRAMS1.txt","1995 Feels So Close Yet So Far: The Effect of Event Markers on Subjective Feelings of Elapsed Time"
"40063483-NGRAMS1.txt","Unconscious Unease and Self-Handicapping: Behavioral Consequences of Individual Differences in Implicit and Explicit Self-Esteem"
"40064151-NGRAMS1.txt","Visual Search Does Not Remain Efficient When Executive Working Memory Is Working"
"40064981-NGRAMS1.txt","Angry, Disgusted, or Afraid? Studies on the Malleability of Emotion Perception"
"41062338-NGRAMS1.txt","Searching for Life Motion Signals: Visual Search Asymmetry in Local but Not Global Biological-Motion Processing"
"41062451-NGRAMS1.txt","Ways of Giving Benefits in Marriage: Norm Use, Relationship Satisfaction, and Attachment-Related Variability"
"25835446-NGRAMS1.txt","In Praise of Vagueness: Malleability of Vague Information as a Performance Booster"
"25835496-NGRAMS1.txt","Spontaneous Trait Inference Is Culture-Specific: Behavioral and Neural Evidence"
"40064878-NGRAMS1.txt","Is Relative Pitch Specific to Pitch?"
"40064992-NGRAMS1.txt","Sleep Preferentially Enhances Memory for Emotional Components of Scenes"
"40065032-NGRAMS1.txt","Effects of Aging on Functional Connectivity of the Amygdala for Subsequent Memory of Negative Pictures: A Network Analysis of Functional Magnetic Resonance Imaging Data"
"40575153-NGRAMS1.txt","Connections From Kafka: Exposure to Meaning Threats Improves Implicit Learning of an Artificial Grammar"
"41062232-NGRAMS1.txt","Money and Happiness: Rank of Income, Not Income, Affects Life Satisfaction"
"41320006-NGRAMS1.txt","Natural-Scene Perception Requires Attention"
"41416972-NGRAMS1.txt","Evaluating the Mind's Eye: The Metacognition of Visual Imagery"
"40062889-NGRAMS1.txt","Are Children's False Memories More Persistent than Their True Memories?"
"40063567-NGRAMS1.txt","Attentional Demands following Perceptual Skill Training"
"40063675-NGRAMS1.txt","H. M., Word Knowledge, and Aging: Support for a New Theory of Long-Term Retrograde Amnesia"
"41320009-NGRAMS1.txt","Power Increases Infidelity Among Men and Women"
"40063276-NGRAMS1.txt","The Genetic and Environmental Relationship between General and Specific Cognitive Abilities in Twins Age 80 and Older"
"40063437-NGRAMS1.txt","Frontal Brain Electrical Activity in Shyness and Sociability"
"40064170-NGRAMS1.txt","Sleep Deprivation Influences Some but Not All Processes of Supervisory Attention"
"40064322-NGRAMS1.txt","Increased Control Demand Results in Serial Processing: Evidence from Dual-Task Performance"
"40064417-NGRAMS1.txt","First Impressions: Making up Your Mind after a 100-Ms Exposure to a Face"
"40064735-NGRAMS1.txt","The Reality of Recovered Memories: Corroborating Continuous and Discontinuous Memories of Childhood Sexual Abuse"
"40575094-NGRAMS1.txt","Physical Characteristics of the Menstrual Cycle and Premenstrual Depressive Symptoms"
"40984580-NGRAMS1.txt","The Challenging Pupil in the Classroom: The Effect of the Child on the Teacher"
"41062298-NGRAMS1.txt","Pain Relativity in Motor Control"
"41320001-NGRAMS1.txt","Spontaneous Gestures Influence Strategy Choices in Problem Solving"
"40063239-NGRAMS1.txt","Does Human Facial Attractiveness Honestly Advertise Health? Longitudinal Data on an Evolutionary Question"
"40063326-NGRAMS1.txt","The Efficacy of Acupuncture in the Treatment of Major Depression in Women"
"40064234-NGRAMS1.txt","Synchrony in the Onset of Mental-State Reasoning: Evidence from Five Cultures"
"40064249-NGRAMS1.txt","Measurement of Individual Differences: Lessons from Memory Assessment in Research and Clinical Practice"
"40064274-NGRAMS1.txt","Sexual Arousal Patterns of Bisexual Men"
"40064300-NGRAMS1.txt","A Warm Heart and a Clear Head: The Contingent Effects of Weather on Mood and Cognition"
"40064962-NGRAMS1.txt","Modality-Specific Attention under Imminent but Not Remote Threat of Shock: Evidence from Differential Prepulse Inhibition of Startle"
"40575064-NGRAMS1.txt","Compensatory Conscientiousness and Health in Older Couples"
"40575191-NGRAMS1.txt","When Are Attention and Saccade Preparation Dissociated?"
"40984624-NGRAMS1.txt","Subjective Well-Being and National Satisfaction: Findings From a Worldwide Survey"
"41062194-NGRAMS1.txt","Unconscious Numerical Priming Despite Interocular Suppression"
"40062917-NGRAMS1.txt","Word Frequency and Word Difficulty: A Comparison of Counts in Four Corpora"
"40063008-NGRAMS1.txt","Right-Hemisphere Memory Superiority: Studies of a Split-Brain Patient"
"40063639-NGRAMS1.txt","Children Creating Language: How Nicaraguan Sign Language Acquired a Spatial Grammar"
"40064147-NGRAMS1.txt","When Strangers Pass: Processing of Mutual and Averted Social Gaze in the Superior Temporal Sulcus"
"40064248-NGRAMS1.txt","Linguistic Constraints on Statistical Computations: The Role of Consonants and Vowels in Continuous Speech Processing"
"40065056-NGRAMS1.txt","Neural Correlates of Emotional Reactivity in Sensation Seeking"
"40065060-NGRAMS1.txt","Reward Priority of Visual Target Singletons Modulates Event-Related Potential Signatures of Attentional Selection"
"40575115-NGRAMS1.txt","Inferior Frontal Regions Underlie the Perception of Phonetic Category Invariance"
"41062373-NGRAMS1.txt","The Heartbrake of Social Rejection: Heart Rate Deceleration in Response to Unexpected Peer Rejection"
"40064743-NGRAMS1.txt","For Whom the Mind Wanders, and When: An Experience-Sampling Study of Working Memory and Executive Control in Daily Life"
"40064839-NGRAMS1.txt","Counteracting Loneliness: On the Restorative Function of Nostalgia"
"40575021-NGRAMS1.txt","You Wear Me Out: The Vicarious Depletion of Self-Control"
"40575026-NGRAMS1.txt","About Turn: The Visual Representation of Human Body Orientation Revealed by Adaptation"
"41062372-NGRAMS1.txt","Illusory Shrinkage and Growth: Body-Based Rescaling Affects the Perception of Size"
"25835381-NGRAMS1.txt","Outsourcing Self-Regulation"
"40063241-NGRAMS1.txt","Creating False Memories of Words with or without Recognition of List Items: Evidence for Nonconscious Processes"
"40064221-NGRAMS1.txt","Touch Noise Increases Vibrotactile Sensitivity in Old and Young"
"41062166-NGRAMS1.txt","Body-Specific Representations of Action Verbs: Neural Evidence From Right- and Left-Handers"
"41062203-NGRAMS1.txt","Attention and Anxiety: Different Attentional Functioning Under State and Trait Anxiety"
"41416975-NGRAMS1.txt","Status, Race, and Money: The Impact of Racial Hierarchy on Willingness to Pay"
"25835476-NGRAMS1.txt","Developmental and Dyadic Perspectives on Commitment in Adult Romantic Relationships"
"40063324-NGRAMS1.txt","Inhibition Accompanies Reference-Frame Selection"
"40063386-NGRAMS1.txt","Cultural Psychology: Implications for Basic Psychological Theory"
"40064182-NGRAMS1.txt","Children Learn When Their Teacher's Gestures and Speech Differ"
"40575151-NGRAMS1.txt","Conditions for Facelike Expertise With Objects: Becoming a Ziggerin Expert—but Which Type?"
"41320012-NGRAMS1.txt","Mutual Interference Between Statistical Summary Perception and Statistical Learning"
"25835380-NGRAMS1.txt","Individual Differences in Recovery Time From Attentional Capture"
"25835435-NGRAMS1.txt","What Constitutes Torture? Psychological Impediments to an Objective Evaluation of Enhanced Interrogation Tactics"
"25835482-NGRAMS1.txt","Fitting In but Getting Fat: Identity Threat and Dietary Choices Among U.S. Immigrant Groups"
"40063243-NGRAMS1.txt","What Can 1 Million Trials Tell Us about Visual Search?"
"40063605-NGRAMS1.txt","Implicit Attitude Measures: Consistency, Stability, and Convergent Validity"
"40064906-NGRAMS1.txt","Connecting the Dots Within: Creative Performance and Identity Integration"
"40575126-NGRAMS1.txt","Prismatic Lenses Shift Time Perception"
"40984636-NGRAMS1.txt","What Constitutes an Episode in Episodic Memory?"
"41062163-NGRAMS1.txt","Status and the Evaluation of Workplace Deviance"
"41062462-NGRAMS1.txt","Remembering to Execute a Goal: Sleep on It!"
"41320049-NGRAMS1.txt","Short-Term Music Training Enhances Verbal Intelligence and Executive Function"
"40063031-NGRAMS1.txt","Telling Something We Can't Know: Experimental Approaches to Verbs Exhibiting Implicit Causality"
"40063581-NGRAMS1.txt","Perceptual Load and Visuocortical Processing: Event-Related Potentials Reveal Sensory-Level Selection"
"40063651-NGRAMS1.txt","Excessive Reassurance Seeking: Delineating a Risk Factor Involved in the Development of Depressive Symptoms"
"40064405-NGRAMS1.txt","New Reflections on Visual Search: Interitem Symmetry Matters!"
"40064668-NGRAMS1.txt","Greater Attention Problems during Childhood Predict Poorer Executive Functioning in Late Adolescence"
"40064819-NGRAMS1.txt","Cognitive Costs of Exposure to Racial Prejudice"
"40575100-NGRAMS1.txt","Perceived Support for Promotion-Focused and Prevention-Focused Goals: Associations With Well-Being in Unmarried and Married Couples"
"25835434-NGRAMS1.txt","Effects of Age on Time-Dependent Cognitive Change"
"40063088-NGRAMS1.txt","Structural Alignment in Comparison: No Difference without Similarity"
"40063730-NGRAMS1.txt","Color Naming and the Phototoxic Effects of Sunlight on the Eye"
"40063893-NGRAMS1.txt","Transient Spatial Attention Degrades Temporal Resolution"
"40064203-NGRAMS1.txt","Effect of Template Complexity on Visual Search and Dual-Task Performance"
"40575086-NGRAMS1.txt","The Symbolic Power of Money: Reminders of Money Alter Social Distress and Physical Pain"
"41320050-NGRAMS1.txt","The Number and Quality of Representations in Working Memory"
"40063133-NGRAMS1.txt","Paternal Separation Anxiety: Relationships with Parenting Stress, Child-Rearing Attitudes, and Maternal Anxieties"
"40063155-NGRAMS1.txt","Involuntary Listening Aids Hearing"
"40063191-NGRAMS1.txt","Group Research Trends in Social and Organizational Psychology: Whatever Happened to Intragroup Research?"
"40063857-NGRAMS1.txt","The Representations Underlying Infants' Choice of More: Object Files versus Analog Magnitudes"
"40064320-NGRAMS1.txt","Teaching Pigeons to Commit Base-Rate Neglect"
"40064524-NGRAMS1.txt","Message in a Ballad: The Role of Music Preferences in Interpersonal Perception"
"40984587-NGRAMS1.txt","As Pleasure Unfolds: Hedonic Responses to Tempting Food"
"40984635-NGRAMS1.txt","Participating in Politics Resembles Physical Activity: General Action Patterns in International Archives, United States Archives, and Experiments"
"41062508-NGRAMS1.txt","Relational Mobility Explains Between- and Within-Culture Differences in Self-Disclosure to Close Friends"
"41320008-NGRAMS1.txt","A Statistical Model of Facial Attractiveness"
"41416974-NGRAMS1.txt","Immunizing Against Prejudice: Effects of Disease Protection on Attitudes Toward Out-Groups"
"40063183-NGRAMS1.txt","Associative Processes in False Recall and False Recognition"
"40063526-NGRAMS1.txt","A Search Asymmetry Reversed by Figure-Ground Assignment"
"40064002-NGRAMS1.txt","Divide and Conquer: How Object Files Adapt When a Persisting Object Splits into Two"
"40064056-NGRAMS1.txt","Self-Fulfilling Prophecies: The Synergistic Accumulative Effect of Parents' Beliefs on Children's Drinking Behavior"
"40064278-NGRAMS1.txt","Can a Self-Propelled Box Have a Goal? Psychological Reasoning in 5-Month-Old Infants"
"40064519-NGRAMS1.txt","The Malleable Meaning of Subjective Ease"
"40064899-NGRAMS1.txt","Parental Education Moderates Genetic Influences on Reading Disability"
"40575023-NGRAMS1.txt","Who I Am Depends on How I Feel: The Role of Affect in the Expression of Culture"
"41062248-NGRAMS1.txt","Orthographic Depth and Its Impact on Universal Predictors of Reading: A Cross-Language Investigation"
"40062872-NGRAMS1.txt","Phonological Codes Are Automatically Activated during Reading: Evidence from an Eye Movement Priming Paradigm"
"40063275-NGRAMS1.txt","Surprise! an Unexpected Color Singleton Does Not Capture Attention in Visual Search"
"40063370-NGRAMS1.txt","Human Eyeblink Classical Conditioning: Effects of Manipulating Awareness of the Stimulus Contingencies"
"40063412-NGRAMS1.txt","Motivation for Change: Implications for Substance Abuse Treatment"
"40063919-NGRAMS1.txt","Dissociations among Attention, Perception, and Awareness during Object-Substitution Masking"
"40064632-NGRAMS1.txt","Rapid Word Learning under Uncertainty via Cross-Situational Statistics"
"40064683-NGRAMS1.txt","The Effect of Visual Search Efficiency on Response Preparation: Neurophysiological Evidence for Discrete Flow"
"40064684-NGRAMS1.txt","Finding Words and Rules in a Speech Stream: Functional Differences between Vowels and Consonants"
"40064728-NGRAMS1.txt","Can Infants Map Meaning to Newly Segmented Words? Statistical Segmentation and Word Learning"
"40575070-NGRAMS1.txt","Five-Month-Old Infants Have Different Expectations for Solids and Liquids"
"40575221-NGRAMS1.txt","Seeking Pleasure and Seeking Pain: Differences in Prohedonic and Contra-Hedonic Motivation From Adolescence to Old Age"
"41062239-NGRAMS1.txt","Measuring the Suicidal Mind: Implicit Cognition Predicts Suicidal Behavior"
"41062270-NGRAMS1.txt","Conceptual Penetration of Visual Processing"
"25835430-NGRAMS1.txt","Hypothalamic-Pituitary-Adrenal Axis Reactivity in the Preschool-Age Offspring of Depressed Parents: Moderation by Early Parenting"
"25835448-NGRAMS1.txt","Chicken Soup Really Is Good for the Soul: \"Comfort Food\" Fulfills the Need to Belong"
"40063604-NGRAMS1.txt","Seeing Sets: Representation by Statistical Properties"
"40063800-NGRAMS1.txt","Sit-and-Wait Strategies in Dynamic Visual Search"
"40063958-NGRAMS1.txt","Meeting the Educational Needs of Special Populations: Advanced Placement's Role in Developing Exceptional Human Capital"
"40064027-NGRAMS1.txt","Intact Conceptual Priming in the Absence of Declarative Memory"
"40064204-NGRAMS1.txt","Orientation Congruency Effects for Familiar Objects: Coordinate Transformations in Object Recognition"
"40064860-NGRAMS1.txt","Motion Detection and Motion Verbs: Language Affects Low-Level Visual Perception"
"40065030-NGRAMS1.txt","Driving under the Influence (of Stress): Evidence of a Regional Increase in Impaired Driving and Traffic Fatalities after the September 11 Terrorist Attacks"
"40575117-NGRAMS1.txt","Does Self-Reported Posttraumatic Growth Reflect Genuine Positive Change?"
"40575124-NGRAMS1.txt","Faking the Desire to Learn: A Clarification of the Link Between Mastery Goals and Academic Achievement"
"40984623-NGRAMS1.txt","Prepared for Anything? An Investigation of Female Genital Arousal in Response to Rape Cues"
"41062374-NGRAMS1.txt","Nonbelieved Memories"
"41062490-NGRAMS1.txt","Power Posing: Brief Nonverbal Displays Affect Neuroendocrine Levels and Risk Tolerance"
"40063546-NGRAMS1.txt","Competition-Induced Visual Field Differences in Search"
"40063584-NGRAMS1.txt","Walking while Memorizing: Age-Related Differences in Compensatory Behavior"
"40063745-NGRAMS1.txt","On Wildebeests and Humans: The Preferential Detection of Negative Stimuli"
"40063789-NGRAMS1.txt","Forward and Backward Recall: Different Response Time Patterns, Same Retrieval Order"
"40064150-NGRAMS1.txt","Advance Preparation in Task Switching: What Work Is Being Done?"
"40064169-NGRAMS1.txt","Gesturing and Naming: The Use of Functional Knowledge in Object Identification"
"40064189-NGRAMS1.txt","A \"Jekyll and Hyde\" within: Aggressive versus Friendly Interactions in REM and Non-REM Dreams"
"40064471-NGRAMS1.txt","The Prepared Mind: Neural Activity Prior to Problem Presentation Predicts Subsequent Solution by Sudden Insight"
"40064537-NGRAMS1.txt","Domain Specificity in Experimental Measures and Participant Recruitment: An Application to Risk-Taking Behavior"
"40064787-NGRAMS1.txt","Social Feedback to Infants' Babbling Facilitates Rapid Phonological Learning"
"40064803-NGRAMS1.txt","Extremal Edges: A Powerful Cue to Depth Perception and Figure-Ground Organization"
"40575044-NGRAMS1.txt","Transformation Direction Influences Shape-Similarity Judgments"
"40575158-NGRAMS1.txt","Using Popular Films to Enhance Classroom Learning: The Good, the Bad, and the Interesting"
"40575195-NGRAMS1.txt","Asymmetrical Body Perception: A Possible Role for Neural Body Representations"
"40063320-NGRAMS1.txt","Individuation of Actions from Continuous Motion"
"40064266-NGRAMS1.txt","Inducing Infants to Detect a Physical Violation in a Single Trial"
"40064317-NGRAMS1.txt","How Can I Connect with Thee? Let Me Count the Ways"
"40064452-NGRAMS1.txt","On How to Be Unpredictable: Evidence from the Voluntary Task-Switching Paradigm"
"40064902-NGRAMS1.txt","Stop the Presses: Dissociating a Selective from a Global Mechanism for Stopping"
"41320018-NGRAMS1.txt","Gender-Bias Primes Elicit Queen-Bee Responses Among Senior Policewomen"
"40063230-NGRAMS1.txt","Planting False Childhood Memories: The Role of Event Plausibility"
"40063454-NGRAMS1.txt","Testing Critical Properties of Decision Making on the Internet"
"40063508-NGRAMS1.txt","On the Difficulty of Noticing Obvious Features in Patient Appearance"
